28	-86	41	62	-3	73	-18	60	-64	-4	-25	3	34	82	81	20
-24	5	-27	-8	62	37	-92	44	79	-58	42	-44	-66	8	-96	10
-80	7	-81	94	-81	-67	-58	-55	-1	68	-87	21	10	73	-49	40
10	85	-23	-63	33	-28	94	-30	75	61	-59	-65	58	-34	2	-80
19	55	-63	-26	-1	-100	-77	-70	-20	61	66	-86	-76	12	16	-65
-43	74	62	54	99	1	-58	-51	16	-44	-44	-79	-86	-31	52	10
6	-31	-56	-77	-39	52	17	-72	-6	56	9	56	15	-34	-60	-28
-9	30	99	-6	66	21	0	-61	61	-39	25	49	-38	-65	87	23
-44	56	31	28	69	83	22	7	84	1	36	-19	-6	-45	-27	97
82	-80	-71	53	-51	84	-25	4	-24	-40	91	-95	-51	-71	-25	-15
-46	92	3	-11	-6	-11	89	82	-22	83	-3	54	88	-43	87	-1
1	64	26	78	87	12	-5	-38	60	-61	-73	-75	86	-74	65	-56
11	-58	76	80	-18	47	78	77	-38	-30	-7	98	29	-94	9	24
-86	-61	-18	77	46	-23	43	-71	5	-9	-85	59	-47	-30	87	59
-23	-66	9	77	-92	33	-39	54	-23	-95	14	33	26	-73	-66	38
-24	64	-75	86	-11	-65	-74	7	18	46	63	-88	38	71	17	-91
87	-68	-49	-7	-43	-1	23	-54	48	75	-98	21	-25	-64	40	59
27	53	-63	47	-1	79	-6	76	-76	2	29	25	-2	95	89	-89
78	44	12	95	41	-1	3	75	7	11	49	-28	58	99	30	-14
65	-39	-41	-12	34	40	-95	-31	27	-27	-27	-19	-44	-1	85	-2
-56	53	-92	-30	-10	-6	12	23	-71	51	35	2	53	56	90	-99
-12	89	56	38	-48	-60	-55	-64	-9	-13	64	43	-14	88	28	-71
61	44	69	-66	6	-90	31	79	-30	4	-21	20	52	1	40	25
96	73	-7	-21	-21	-4	54	36	-72	-46	-57	-74	77	-68	55	-73
-96	71	-47	-90	-97	18	-98	-88	-2	-97	-39	-77	53	20	-11	54
-59	36	-52	33	19	44	100	39	97	-71	40	-1	-55	14	-59	-54
80	-65	26	-22	24	72	89	-64	54	87	-6	8	87	-51	-38	-36
2	89	-39	-64	50	48	79	19	-86	-21	-81	41	-15	40	-8	24
-58	-47	60	33	-13	-67	-29	-37	60	85	58	-69	-56	-54	-82	56
52	11	34	-58	-21	-35	-18	70	32	53	57	3	-83	-99	68	14
-45	56	20	81	25	21	31	90	61	-26	83	-73	100	33	27	74
51	-62	-14	70	2	-33	95	-74	-50	20	60	-86	74	-78	-86	-81
-27	-58	-62	86	-39	69	34	-9	-67	-26	-19	64	61	91	56	55
19	99	58	-39	-59	28	100	-91	4	85	-12	-9	57	-79	43	78
39	-13	-33	-63	65	-54	96	-14	-2	-66	-30	54	-29	-65	93	-87
-43	-70	-80	-67	11	65	68	-27	-28	8	-72	-72	48	-44	-65	72
36	27	-27	85	-20	-3	-49	-84	84	38	1	-98	40	7	-7	-58
67	-26	-9	71	34	-45	-2	82	-64	99	-36	20	39	6	-79	2
-36	82	-69	29	-22	-91	32	-46	11	-50	-57	85	55	30	-77	-15
90	65	17	27	-58	12	-60	-58	95	-86	0	-44	-13	-21	-23	-49
0	87	7	-94	-53	-74	64	70	57	2	-26	6	-14	-16	85	98
-27	45	43	52	-94	59	76	34	-53	69	-93	-19	-94	30	-44	62
31	-48	8	99	36	-90	-49	20	-47	-33	24	15	-40	-3	-44	-38
-76	-11	-35	-27	-24	-7	5	-14	-20	46	22	66	91	2	12	-26
-67	-61	72	67	49	29	-3	-9	22	-97	-96	-57	-43	-43	100	77
-85	10	41	-60	7	85	3	93	-26	-50	86	-22	21	-84	34	0
15	-26	-96	36	90	-35	63	-63	-82	100	70	65	-31	-44	-31	-5
-2	-31	-14	-10	58	23	16	-86	24	-14	-92	-82	18	-6	-16	-47
52	-23	10	100	-38	-92	83	-67	51	-58	-74	-21	12	-87	42	-55
3	-14	-45	-62	84	-48	-39	79	-79	79	-47	31	-95	-37	51	26
95	-38	2	45	-77	38	92	31	35	68	12	-55	83	66	-3	-32
51	48	-56	41	-86	94	89	24	16	10	-41	-36	-62	-43	18	-87
-35	31	-19	67	67	-77	-69	10	63	-33	38	-18	-81	54	-23	81
81	-37	41	87	-74	-82	40	21	-82	-91	-76	8	4	11	-8	-12
63	76	2	-26	-41	-4	93	-26	89	-19	81	-29	22	68	-14	-14
-22	11	95	31	-88	56	52	10	12	-88	-86	14	-9	62	73	84
-47	97	-82	-50	15	38	62	-56	19	-15	12	-25	-41	-88	79	-63
-95	58	4	-18	-90	43	-15	21	71	93	96	-53	42	-73	72	35
-8	78	80	-76	-76	-40	-15	58	5	67	20	33	-11	89	-67	-60
-82	95	-79	-68	-67	57	-62	84	82	74	-68	83	-90	-69	-23	53
-81	-72	-83	-63	20	-70	-44	-97	54	-59	25	-60	-87	9	-24	-47
-91	-94	-60	33	-31	-3	-68	67	-47	-48	-26	73	-100	-27	90	59
-41	-60	-76	-3	-63	92	16	32	78	34	27	-58	-14	27	-3	-58
-44	-29	94	74	74	-73	-91	-49	77	94	-31	29	-71	-80	15	-60
-70	-87	22	91	35	62	23	-27	-64	-75	82	32	90	41	31	33
-21	86	-73	-16	52	58	-91	-80	-51	56	-91	69	6	21	76	29
-20	-67	32	25	-21	-16	63	-69	-36	-40	-17	-57	-49	81	-20	-10
-11	62	94	-55	-19	20	-13	98	78	48	87	54	52	-85	-11	-63
65	-3	50	-56	41	-6	97	-25	-39	21	-13	-8	-10	-35	-75	-54
-21	30	-50	33	50	55	-90	66	67	23	-22	99	-43	-63	-32	71
12	2	-97	-71	-21	26	-59	25	-31	-37	97	54	30	-44	-75	22
30	40	-9	4	33	-85	-39	-73	36	36	-87	-40	96	-75	-95	8
-28	-83	-2	64	15	-27	50	85	24	-65	28	73	92	96	-96	58
-49	52	-75	72	-98	-27	61	-70	-84	15	-4	-22	-99	-34	33	-58
60	-14	-6	90	44	20	-72	18	52	-100	23	-63	66	-17	-7	-13
58	-17	15	83	26	27	51	66	11	31	-5	8	20	1	64	53
-38	-28	97	-20	85	-60	-95	-31	-62	98	-60	73	-89	3	-52	83
-65	83	-19	-68	35	-64	-89	-23	-34	85	87	96	61	-99	-9	-42
-100	24	43	41	63	-70	-25	-85	97	-2	69	-78	79	97	61	-49
8	-73	-92	-26	45	-1	-23	71	57	43	-84	88	9	-25	36	11
-85	15	71	-71	28	-38	-37	99	-79	23	79	55	24	-30	-35	-87
61	78	-50	48	100	-14	-10	-64	1	11	-21	44	56	30	-75	-12
-23	16	90	61	-57	61	-36	-39	-88	-41	53	80	-5	21	76	-53
-1	32	-35	62	30	-92	-55	34	51	-73	12	83	-7	-4	-35	35
74	-38	11	39	-24	-86	51	1	-75	77	-66	16	31	61	-57	-69
-80	-49	-10	-18	-65	-51	-98	-77	50	-28	15	-60	-2	-58	-81	10
-64	77	24	8	-43	-91	85	93	79	-65	-76	-20	-50	37	-15	18
63	40	-63	-4	34	95	76	1	68	-53	-33	-11	2	55	-14	-55
10	-27	-43	86	19	87	39	-21	92	58	25	-34	-66	16	67	-82
-67	-81	-69	84	52	84	-38	-98	96	79	-28	-62	-3	-89	-79	22
5	23	-94	10	-86	-71	-62	-17	97	70	-91	70	-1	50	-4	23
-76	-96	-9	32	8	-68	28	-82	51	86	69	-4	23	68	-19	47
82	47	86	89	18	77	-72	-56	22	100	82	-78	-60	44	-99	-34
-53	-4	54	-59	67	-11	3	-24	-16	-23	50	-97	-69	-22	-17	80
-76	28	93	68	96	28	-48	75	91	33	-58	55	-97	-4	-33	-100
-99	-84	-8	53	-95	47	88	45	1	-28	82	-74	0	53	98	-36
2	-52	-95	39	94	-80	72	54	-2	-97	58	43	25	-59	-99	51
73	-60	74	-51	-49	90	-66	-45	80	25	77	28	-70	-58	44	-54
-96	-6	-58	-81	-16	-77	-39	-23	-46	84	74	54	-16	14	-8	-75
-39	76	-71	-39	-72	-55	82	-20	91	15	-24	-6	-28	-51	-42	90
100	35	26	4	37	-16	19	-69	54	-74	8	32	5	89	-9	19
-31	-37	80	78	81	61	93	-59	-74	-81	30	10	80	-27	-53	-48
95	64	-92	-53	69	70	77	8	7	-75	20	86	98	66	88	-14
92	73	-91	-44	26	69	-96	96	35	-52	47	63	4	-67	65	-65
-50	-48	59	-10	-40	-65	-98	29	78	49	69	59	27	30	-62	55
-53	79	-21	-27	16	37	10	80	89	9	-21	-20	60	-31	87	-70
35	-80	45	-4	-5	15	-37	94	-43	69	-31	93	73	-80	94	14
-39	-59	38	92	-77	91	-43	93	-82	59	69	-78	54	-92	30	-90
-95	-50	12	73	-88	53	-12	36	100	-62	-87	-54	69	43	-11	15
30	-95	78	-92	-93	12	-6	-11	53	70	-30	33	-10	20	41	-89
-72	27	30	64	40	-41	96	17	-19	7	-23	-49	-31	-13	35	-74
-84	-84	-68	-42	57	14	13	-95	-26	82	-89	-57	49	100	-85	-74
52	-2	3	-13	-14	93	96	52	-59	-7	-76	43	-13	-26	-49	33
-21	-18	-96	-79	43	25	76	-13	9	39	87	89	-1	7	24	82
-9	100	55	-71	54	21	-19	45	-72	-57	-24	-85	-94	-33	36	-33
-13	56	-31	62	-57	-31	34	-24	-41	43	-72	-8	-22	78	87	-67
32	54	-66	-51	65	-67	-14	81	-43	-30	66	-38	65	48	83	68
-28	-66	82	11	45	-55	-15	-56	-97	5	-23	-60	-18	-89	-28	-5
99	-20	-28	27	-44	6	-59	-52	-71	-44	1	-48	-68	-32	94	92
-29	44	-42	50	-72	-73	46	74	95	56	77	-27	-59	-48	-13	-30
63	-4	54	-76	-88	-79	58	-47	36	63	8	7	16	67	28	-55
-51	-90	89	-18	-82	-90	-14	79	-74	64	65	69	41	-90	83	-8
47	-7	-44	6	11	78	-38	-9	77	-76	65	-51	12	-84	72	-47
-4	57	8	77	3	40	-20	-86	21	16	58	-67	37	53	17	-41
70	-45	53	22	-42	-59	-84	42	-55	-90	2	-82	-46	86	92	97
38	-77	33	-9	37	88	52	73	37	-65	80	80	-8	-39	35	-9
-76	-64	71	29	98	-76	90	-41	-42	-35	-1	-60	-37	1	18	74
-28	86	82	-67	10	83	-47	-79	79	70	11	-84	37	91	-8	90
-55	-38	95	-1	7	48	-33	-2	-60	54	-7	-72	-55	26	-21	-84
52	-9	77	33	-23	-91	-2	5	-51	89	-51	68	26	81	-66	76
-100	-90	37	-84	-22	-48	71	-85	4	47	33	53	-19	-69	36	-99
13	-39	-54	-85	-32	-31	80	-36	88	95	-95	19	97	66	1	-97
-40	-43	-99	-71	14	-8	58	-10	50	40	-92	83	30	31	-37	40
53	-22	49	95	89	-91	79	-89	14	-99	40	81	-87	11	28	-94
-8	19	9	6	-98	-55	38	22	-73	-66	40	-67	74	94	-69	-18
-74	31	19	-41	79	54	-80	83	-38	-25	47	83	-17	-35	10	100
67	-54	-97	79	-51	-96	-52	-56	-18	-64	67	6	-21	-52	-80	56
50	-51	-74	-7	46	-35	-97	20	24	-88	-31	18	30	86	23	-93
91	85	-21	-79	-2	93	-80	44	77	18	-10	-40	40	-48	92	39
-99	-53	-3	-36	15	-60	-51	46	-96	50	53	-55	39	-66	61	-26
-84	66	-22	2	-55	-3	9	-81	70	2	18	-85	-25	89	-13	62
-73	-40	44	70	-70	23	-86	72	98	70	-31	-93	-68	-59	-73	-78
-84	-7	70	-72	18	92	51	65	-58	93	-72	-84	95	-81	-2	-39
19	-3	53	-1	33	67	-8	97	-53	-50	18	57	13	-45	-25	76
