77	13	22	25	23	-7	73	15	-31	-71	-33	57	97	98	-90	-96
60	30	24	-56	-73	-62	17	18	-61	25	-36	-54	76	60	51	-98
59	-80	-21	-27	44	-9	31	-64	53	36	-56	26	-83	26	-23	-43
55	-84	10	56	2	16	-31	93	46	-67	-26	66	75	-2	18	69
-66	43	-97	-8	62	94	29	0	-94	-56	14	-30	1	1	-27	27
34	-46	-98	-53	12	-94	-74	100	64	84	-11	-11	-53	-9	-27	-39
-6	-70	-87	41	-12	80	-70	-62	75	-25	-34	-25	-50	-31	-47	100
-40	-24	70	-49	-43	-49	32	99	-74	78	69	-17	-52	-39	-53	-75
-22	10	-4	45	-62	-14	-7	83	-2	-15	9	64	30	-2	8	-45
-17	-49	22	71	-75	22	8	-97	72	16	8	-72	-3	-17	-37	-72
-60	-73	-41	-71	73	-94	-60	58	-58	-74	99	-65	-42	22	28	40
-42	44	86	89	22	42	70	35	3	90	46	25	-62	52	-69	-84
57	72	-63	-74	83	-3	37	-97	-92	62	16	-68	-93	49	-14	-97
80	-60	-98	61	78	3	68	-77	-46	-36	78	-100	-92	84	25	-58
41	-45	72	66	-32	19	66	-24	-96	-33	-61	57	80	53	12	48
69	-59	-85	-36	59	-10	23	76	90	83	14	-22	95	17	-36	-88
37	93	54	-56	-61	-78	22	25	-11	-85	92	13	45	30	52	-2
-40	79	95	-20	-12	-40	-35	-66	-30	-95	-85	-75	43	-13	-58	-30
63	-6	-58	23	8	-57	-7	90	11	44	-13	-16	22	33	64	-86
-55	39	-40	50	-7	-21	12	-55	29	-23	-66	61	-50	-95	1	79
75	-84	-25	-41	-99	-26	11	35	32	-70	-59	49	59	53	-56	-92
61	23	88	19	-37	-43	37	-54	-40	91	61	-19	-48	71	-12	73
-80	60	82	68	-79	-28	64	97	14	-60	-88	-5	-10	94	40	55
-84	-19	74	55	-92	22	47	3	-42	26	67	79	35	73	93	73
-13	12	-63	-80	29	56	-65	21	80	11	-38	32	100	-82	-52	71
-78	7	-22	36	-29	-8	-48	-72	-42	84	-86	77	42	-82	41	49
-53	-13	-14	72	-88	40	89	65	-34	65	97	-5	-4	-67	-83	-92
-47	65	-7	-26	-100	-56	71	19	22	19	48	64	-1	11	-6	-22
-98	-14	42	-77	-91	-55	-99	2	31	11	85	41	53	71	-76	-40
-91	18	91	35	8	63	73	-9	43	-39	-33	41	94	11	85	84
-10	71	-31	63	66	-41	69	23	-42	10	73	24	-8	86	-26	-42
-22	-7	24	24	-55	-72	-58	-96	48	-56	37	-93	-38	-58	-74	-12
-5	99	81	-57	-41	-2	-39	-91	-71	-40	25	-84	-76	84	-43	-83
-58	-87	-95	-95	15	93	-58	33	-73	85	-67	-5	74	-55	57	67
67	92	-52	2	-5	81	-64	-77	-15	90	-84	59	52	-20	-16	56
-14	87	-38	66	-93	87	41	48	90	44	65	-62	-1	-56	-94	-3
63	57	-63	43	41	99	-50	73	29	100	21	39	-56	30	-76	-74
5	-75	-51	3	37	-46	-48	-55	-6	-99	11	20	-13	-53	84	-40
-51	11	91	-69	28	-20	-100	-28	-44	31	-80	16	-16	-11	77	48
-85	-86	39	-47	-26	89	77	-68	-69	55	30	-94	-34	49	-49	-18
-41	-67	-99	-95	24	-81	51	82	-34	-27	10	-22	89	57	75	54
13	-35	54	-98	18	-19	-14	-51	1	-40	-45	64	-54	-31	23	69
-99	-21	-23	-40	23	-72	-25	-20	-25	-14	56	76	54	-78	-52	40
-24	-17	47	40	-80	-12	56	89	-79	-93	-61	-67	20	-89	-4	-2
0	-7	-30	100	83	40	23	-90	13	38	63	50	-39	43	63	-92
23	68	-52	-87	54	-96	84	65	61	-32	-25	-22	33	-32	15	35
-19	-87	81	32	-75	27	-95	-77	40	-65	60	84	90	99	73	-8
23	-51	22	-79	-80	80	5	-15	-19	-99	-87	-82	-16	11	-42	65
