-86	90	-26	20	-93	-98	-69	-25	-75	-4	-75	-66	-44	-98	77	-70
-22	-24	9	-99	87	-89	1	-34	-76	-97	-70	-76	89	92	18	-28
-83	-56	34	-33	60	-97	-29	-86	19	58	-74	8	52	22	87	-55
31	-7	-1	95	35	-76	51	3	-11	-80	-21	13	53	99	45	7
-28	-96	7	78	99	31	65	-61	17	1	29	57	36	95	-24	23
26	-94	-71	-100	-30	-39	-36	-59	-63	9	-14	-12	-83	0	12	-25
87	51	69	50	70	-51	70	-16	81	56	47	-85	53	95	42	-95
-60	3	86	17	60	-56	-70	91	30	46	-97	-37	89	-91	25	35
18	-71	-19	-82	-88	36	-90	-31	-65	-93	81	-80	-28	-78	40	-78
38	-58	76	-11	80	-2	56	82	-45	-100	-18	-87	100	85	-30	30
77	77	5	-55	75	-58	-31	-52	-70	-22	0	-60	-47	3	46	-15
41	74	-99	49	-42	-55	-15	-1	-56	30	-43	28	-35	36	44	51
-79	-83	-62	-38	82	13	57	-78	-69	-50	53	45	40	-51	60	83
56	-97	43	-34	24	-75	-10	-11	-58	51	-81	0	59	30	-80	-96
-36	57	9	-65	-69	-85	-93	-93	79	51	86	-34	-7	-1	72	-2
6	86	-62	-80	39	-45	-43	-27	53	81	49	-49	-59	53	-24	-30
10	-23	90	-33	-86	-35	65	-26	69	84	-2	47	31	-98	83	12
-80	-67	-28	-67	62	-53	-41	-52	14	-99	10	13	-80	84	-81	47
42	-74	-89	-63	37	35	-56	-86	81	-44	-33	3	43	-16	14	13
-88	21	-26	16	-42	-77	84	-11	-52	-83	27	-51	5	-38	-64	-32
-74	-83	-85	11	-58	92	78	90	-96	-71	-6	35	-94	36	-69	14
-19	20	-29	-57	-82	-6	-39	-68	39	-29	-46	43	-97	-62	87	-100
-75	-69	-7	-55	43	64	22	-72	-42	-90	-53	34	13	69	-92	-25
-74	1	0	71	-72	37	-45	93	-7	-50	85	-12	64	-83	81	30
11	-7	8	32	-94	-2	-39	58	-19	-73	59	-32	80	72	-8	5
-3	59	79	-34	-16	-40	-43	48	-51	76	46	-35	23	-42	-85	-13
-76	89	-65	83	-88	-31	-47	-75	35	-79	-94	57	-44	-64	37	-77
-1	-58	-76	15	94	13	-47	59	-59	48	-100	60	-2	-72	75	6
61	-64	50	66	-92	-49	65	46	93	31	38	-11	100	-97	29	99
-6	-73	55	-11	-46	35	29	59	-18	81	-93	-88	-48	5	-38	31
20	58	-95	89	95	-51	-95	-11	-94	64	47	2	-76	-29	-18	-22
-49	44	20	36	-66	-1	-71	-43	98	9	66	-62	-77	54	-21	-75
-63	-21	-51	23	43	-6	63	-78	54	-56	73	98	34	79	38	-84
-41	-23	19	-46	40	-66	17	11	11	25	40	-52	97	-37	9	31
42	-62	-56	-93	-89	-7	-97	56	-28	24	-36	28	64	-57	-18	61
10	14	-41	35	26	-60	90	-35	31	39	27	-50	18	74	-71	-49
54	-9	3	-64	-51	77	56	45	-40	-2	48	78	87	74	98	7
65	-68	90	14	-93	47	-39	36	35	71	-61	-14	73	-80	24	-53
-55	36	23	2	95	17	91	-77	17	-22	-47	39	-17	85	-95	-95
-100	-44	-54	47	52	-5	-30	-36	-12	8	-46	0	-66	18	87	87
-41	89	-49	-100	-28	-9	31	44	-5	87	42	-77	85	-72	-32	-67
-71	63	69	11	-52	47	-53	-47	-79	-10	-63	99	57	-81	91	-20
21	-99	71	-87	68	-64	-48	94	5	-8	63	48	-90	8	31	65
-65	-36	-59	99	98	20	-85	5	-18	-100	-20	-9	-42	-26	-40	95
-62	60	-29	34	-68	-95	-70	89	54	-48	-58	-99	43	-1	47	69
-99	-47	19	30	-33	89	21	74	75	99	54	-97	29	99	59	-57
-96	-52	93	1	99	86	34	-97	-43	3	-14	-56	-96	-7	-16	59
67	-48	60	-2	82	-63	14	12	50	-40	75	-21	-93	44	-99	-16
-86	96	80	30	38	27	-65	-37	-53	34	95	-91	98	-30	58	83
-14	70	-31	86	-50	-85	-72	85	48	71	26	-44	-12	80	-14	76
