-98	41	-61	-32	-29	36	-61	-9	94	85	-78	91	-60	-33	-98	10
77	-31	-43	-35	-61	25	-20	-33	100	51	-23	37	73	80	-92	68
22	98	6	-96	-11	1	87	17	-77	-26	54	-95	70	13	-58	-92
73	-19	-23	-90	-89	-16	-38	-46	-99	27	-88	81	-99	25	86	-39
45	-4	-96	-68	-2	18	-82	1	-87	3	61	-56	84	74	69	80
15	48	-21	-34	-52	-93	-58	7	-67	-87	-41	35	-7	44	73	7
69	-55	86	71	-12	-29	-23	27	-7	36	-21	-37	-90	-7	-94	-56
-51	14	14	2	-80	100	94	24	-5	79	-77	64	-47	-51	64	-16
59	24	93	-1	92	11	79	6	86	40	18	81	-66	-51	-48	15
-39	93	27	58	-14	33	26	-60	27	98	-8	-15	68	30	-98	72
-42	14	74	2	35	-82	64	10	-39	-42	-38	21	81	37	-74	37
-56	-72	-100	-46	-43	47	13	-27	60	-36	-24	96	6	-18	58	-61
84	33	4	-92	36	56	61	78	92	-34	62	-46	34	49	92	7
33	-6	-8	-60	-41	-57	58	20	-6	-97	-96	-80	-23	36	75	4
34	-6	95	59	49	-49	95	63	-11	59	-54	-9	-27	-20	-38	-14
-63	-100	18	-32	-25	68	-9	74	-42	95	-33	-91	-31	61	-11	-25
100	-59	56	13	-35	39	-85	-12	-84	-67	-31	-24	-33	92	66	-58
30	26	-19	-49	-89	-68	45	70	14	54	-60	-15	61	-51	47	30
76	-19	-70	-17	42	36	76	-21	-90	-31	12	-94	-38	-38	0	-86
-39	-37	-32	67	-40	35	-55	2	-73	14	-99	-39	81	96	27	27
44	-31	-57	-72	-82	64	96	15	-95	-16	42	39	62	82	-32	-34
-49	-37	34	-48	-12	-18	74	65	83	-28	45	35	-87	14	-93	59
2	-31	5	81	-84	42	-88	37	-73	58	34	60	-60	-98	95	62
71	-49	-65	-91	78	24	34	19	27	-15	25	-42	22	-81	45	60
-30	2	-5	-80	-3	83	82	98	-98	-35	-25	55	38	61	67	-78
-4	9	-34	-84	-33	66	72	-61	73	97	32	-25	-56	-67	19	67
-1	-15	72	-100	49	65	-99	-16	-28	55	38	64	20	48	25	27
-36	-39	-55	24	-98	96	79	-92	59	69	41	89	44	31	-65	-95
-15	-76	68	43	-86	-63	-51	-3	-62	-37	100	-39	-22	100	62	-65
18	-85	-100	-54	92	54	54	88	-57	56	-59	25	-22	7	27	-44
41	7	-67	-84	92	-82	-48	-82	-59	87	-89	20	17	49	28	-36
-93	97	-2	66	85	38	81	85	72	90	99	-77	79	46	-15	-67
-45	-18	75	39	-81	32	40	63	-35	3	-68	-55	-76	-43	-95	35
16	-58	27	-45	62	-12	86	-1	43	-95	-28	58	84	86	-82	96
-8	89	66	-9	25	93	-16	38	74	24	99	45	26	-97	-12	7
-95	65	24	-54	36	-89	-99	69	-61	97	29	14	-11	86	-96	95
1	-93	36	-35	-57	40	-40	59	0	55	-83	98	98	-69	-81	-37
-63	-70	21	-42	3	-78	45	83	91	86	-99	-17	90	-85	67	-46
-100	86	19	22	44	-48	4	-1	51	-20	57	-52	1	-91	37	-26
-65	-49	32	6	1	-58	52	89	-31	-15	-69	-37	3	-44	36	82
20	52	33	-31	67	20	61	45	25	7	17	81	84	-77	-5	-60
-24	-25	-34	-100	-45	-70	46	-42	36	-68	37	89	90	-22	-24	34
66	-80	-91	-70	26	-12	-79	-76	-30	-34	22	-80	-35	23	-71	76
90	57	32	67	52	1	-48	15	-97	50	-83	-86	83	-38	57	74
-30	-95	46	64	23	-92	64	-89	-47	-49	-82	-66	47	-78	2	-68
-46	14	-41	61	-23	-63	-34	-28	33	81	-55	48	-26	-63	-66	-23
4	36	-57	14	-44	50	65	-60	-64	-57	75	-97	-64	-82	74	44
-58	12	-8	6	95	-47	-32	-97	87	75	42	44	-36	-16	-97	-31
-9	-49	24	-68	-6	-78	23	-75	-14	-31	13	19	-90	65	-16	64
-34	75	-45	76	-84	-90	41	-7	-22	-19	65	-46	96	56	-94	-1
-4	85	-52	15	-62	61	46	56	-75	-59	14	-7	50	67	-12	-23
17	-92	-87	71	98	48	-28	85	-43	-42	-7	-12	47	-49	-67	83
-35	-54	95	92	-78	76	-50	-69	-34	90	-75	-85	98	60	-92	-84
68	25	-75	-13	80	-87	65	-40	-10	61	-37	90	35	94	23	54
-19	15	70	-37	28	-25	-20	46	-4	-17	-38	-48	0	-45	36	75
-35	-75	-15	-44	37	8	46	16	57	20	32	-19	71	51	89	-49
-18	-89	26	3	3	6	-100	31	1	33	52	-99	-100	98	0	37
47	59	-4	-35	38	-93	48	-51	-42	-37	-18	-43	77	-78	-92	65
39	-59	16	-52	1	40	-18	70	40	-62	49	-65	-54	-12	-69	45
45	41	77	-40	9	80	82	44	-20	39	1	42	-18	-77	-72	77
43	-96	7	8	89	3	69	10	-93	-77	52	12	8	-24	57	52
-96	59	20	-9	6	-46	-2	67	-53	-72	18	19	-18	1	95	-81
-38	26	-55	55	-41	18	-31	55	-86	69	48	-35	-82	65	-20	34
20	-98	14	88	-86	24	6	90	-89	-67	86	46	99	-24	8	42
-60	-53	-63	85	-5	-77	33	-62	90	33	-20	-57	3	98	-16	79
66	28	92	-52	-70	35	-30	63	-8	-92	14	-64	-45	-36	72	49
11	26	-58	80	-70	62	60	95	7	-23	69	-28	-24	72	-53	-87
46	5	-11	58	-46	-65	-53	87	83	-86	-55	-95	-73	-98	-19	8
69	-27	-83	-82	52	93	20	44	-87	8	-41	10	-53	61	80	-22
-87	86	42	39	-46	-2	-93	36	17	-92	-25	-67	82	-8	-18	54
42	-46	-22	-1	-22	8	-55	-14	-97	70	-14	-29	50	33	7	-13
28	-32	62	95	-58	21	98	-20	96	-85	-71	60	-84	69	94	41
-30	23	75	-61	80	-100	52	79	80	-7	-32	51	-1	-45	82	59
53	93	-56	-64	62	96	14	31	2	68	-16	-26	-90	-67	37	-95
18	57	-77	46	-36	-64	67	95	-4	-79	36	-37	78	13	-86	17
-17	-94	-59	60	-37	28	63	94	21	-7	54	-52	-67	23	-15	41
12	-38	-53	-65	8	-73	92	35	99	-31	11	-3	-21	52	61	-96
-13	-8	-47	16	49	-57	-96	15	-69	52	-49	-5	-23	12	73	13
-62	58	53	-45	50	77	-81	52	-34	30	46	25	40	37	-29	-49
84	58	-48	-80	64	-38	18	35	-42	-45	-60	70	-48	7	84	65
-85	-8	47	46	-33	65	-95	-86	-51	-96	3	-48	-93	89	46	-13
46	54	-2	-78	46	5	12	-88	97	-38	8	-84	50	-2	-13	-9
85	11	41	76	-100	56	-99	-84	-11	98	40	95	-83	-50	-85	-26
79	63	-51	61	55	-27	-47	-33	-42	-60	-30	-84	75	55	-30	-46
81	87	76	-19	33	-59	-60	-58	-57	-75	-56	-56	-9	79	-35	83
51	27	-45	59	-22	41	35	-33	65	40	-4	6	83	25	74	-30
-66	47	37	8	44	61	-79	-84	-96	-96	-80	92	46	-9	-85	-67
-99	94	-83	-70	98	4	-42	80	-35	44	82	-48	12	36	-98	-70
31	78	-39	-73	-11	-28	-16	26	-21	16	18	42	94	-14	75	36
-69	78	-27	89	14	89	62	44	59	-10	84	-88	-75	78	-6	72
-31	84	33	-13	91	-74	-8	-49	26	21	-8	-41	-8	-35	-72	90
66	17	-23	-75	56	7	-60	34	-94	-70	-99	-3	72	-42	70	-64
-54	32	5	13	-84	46	-51	-89	-72	98	51	-57	-95	70	-42	-8
61	-60	21	22	0	-76	93	-33	-35	-97	50	67	-87	-26	65	-35
-26	-91	31	-85	59	13	12	46	-30	40	-9	-30	4	21	-71	-41
-82	-82	-71	-89	86	43	6	-38	-29	47	-19	-26	-71	76	48	68
-9	7	-83	-44	-61	-75	2	-54	90	-24	-100	-60	-46	4	-19	44
39	-100	43	96	-66	-53	38	45	-19	7	-10	-41	-30	-77	17	50
-61	-34	7	-54	-75	-90	-12	10	2	-31	-16	21	67	-82	-5	-16
100	35	-10	-1	-27	38	-32	73	-95	-78	22	-94	45	-86	0	24
10	-37	-87	72	83	-24	75	-57	-93	94	-47	3	78	-7	-60	-51
46	-84	-77	-49	92	79	-18	51	-14	-53	-25	86	27	69	-82	83
-37	-36	-34	36	66	-87	-82	-2	12	-87	0	30	-68	13	58	62
98	0	80	-52	-49	-6	-64	78	23	64	-68	-74	80	86	-32	-42
20	-33	46	-20	-81	-100	29	-83	-29	18	62	-49	59	-97	58	32
-70	93	78	73	32	-76	-55	74	-11	79	14	95	-44	-98	-46	-71
58	-86	19	-67	5	83	-44	11	20	45	-93	13	-64	50	-63	21
-92	-49	31	-42	9	92	-25	-74	-18	41	38	24	-9	-19	70	-88
-85	-21	50	89	-45	-58	91	39	10	94	13	4	-83	-85	35	-64
-36	-88	36	36	72	78	-7	-74	24	-46	-10	-12	-61	84	2	-84
-64	62	-61	-85	71	-80	93	-33	-95	76	84	-37	-92	70	68	-82
59	-59	34	-6	-56	57	3	-50	12	26	58	76	38	-62	-73	29
-8	-84	26	11	-99	12	29	99	-46	14	-24	48	62	54	37	48
71	82	36	87	67	39	-51	6	96	-84	-85	-39	-90	-37	-57	-46
-34	-43	88	26	61	49	87	-48	59	-10	52	60	-85	1	25	-85
15	32	15	-67	-77	-91	78	35	-7	67	-39	38	-92	86	93	59
98	23	-48	99	-84	-60	24	-32	22	-78	-45	-88	85	-50	74	-16
-59	-77	2	54	-23	17	-55	-59	27	31	-11	74	-21	-65	82	32
52	98	-82	90	-76	-95	23	-63	-8	-44	89	-87	-33	-25	-83	-22
-8	-90	37	54	-7	11	-73	81	4	-82	88	-24	55	-6	97	-52
48	-7	48	70	-79	57	-55	-54	3	-15	-35	-70	-32	43	16	16
-6	66	-23	3	71	22	-85	-76	-31	-23	-13	5	-80	-22	-90	-17
56	61	77	-3	33	-90	46	-91	66	-23	82	-68	-81	10	29	60
62	-4	-95	4	67	-91	95	53	-99	-29	61	-66	-21	-98	75	16
51	51	-65	98	73	64	9	26	-43	-27	82	-69	50	82	74	-90
12	-59	64	17	-23	-66	1	-91	-38	-1	-96	93	94	-49	-88	26
11	-30	8	-15	87	-3	28	-50	88	-70	81	7	-59	-65	-20	-52
-30	-21	47	-8	81	-33	16	-62	25	63	-28	6	99	95	-20	-41
-25	-36	71	-18	64	0	-61	-4	64	-70	-81	24	13	-17	45	-1
-27	72	-20	34	97	77	8	-97	-84	-43	2	-23	-5	-8	69	54
51	62	99	49	77	21	94	39	-14	75	9	49	-68	-18	13	99
45	-33	57	47	89	-66	28	-31	42	-8	-60	-92	-22	46	-96	89
-33	74	82	-97	56	87	60	53	65	-38	22	35	-40	7	71	-85
18	-31	-5	-96	37	49	-60	-79	-64	-14	-89	-25	15	81	45	16
-74	-100	88	77	3	-86	-14	9	-22	0	61	-7	24	-98	-36	77
75	55	68	47	69	55	-67	90	-57	71	98	0	26	-45	-74	-23
-64	-8	-86	75	-65	22	-85	36	-38	-82	-2	-95	42	-87	90	-84
74	76	-53	8	-97	73	45	30	55	73	-12	-6	69	-81	43	-52
