-53	-76	68	-75	-73	-84	81	65	-76	92	39	87	39	3	-80	-67
66	9	-42	-1	-68	-23	86	-55	43	-55	-14	26	78	35	-44	-97
-31	-14	-50	-41	-97	11	25	43	4	79	-53	0	-49	-34	-53	-24
-75	-67	72	-32	35	-2	-39	79	-93	93	-93	-2	-19	-90	-97	67
-73	40	-14	55	95	95	-3	82	-77	60	-95	51	95	-57	-57	-42
-98	-61	-80	41	-73	82	53	21	72	43	79	-21	78	18	-63	-26
-35	-35	-47	-64	37	-77	57	-9	-29	-34	-93	-86	6	14	22	-8
-21	-23	-31	-96	-66	-94	36	49	-65	-67	93	95	57	18	51	-42
-30	40	99	4	-4	40	49	66	70	-80	-6	-37	35	-47	46	91
4	92	44	-92	84	81	-38	95	-13	94	39	-15	-79	96	-65	-13
66	82	-82	32	-40	-89	46	-45	89	22	86	87	-56	17	-25	62
59	95	-77	99	-72	50	-32	-56	31	-55	92	-50	-69	11	13	-74
37	-54	-57	-30	-94	-82	-33	-6	95	94	10	-42	77	68	87	22
34	-23	39	-89	64	60	-26	87	84	5	21	-21	88	-94	-58	7
-71	79	-99	78	-95	62	73	-34	-78	54	-27	-9	-36	7	-83	38
15	84	-10	-55	-5	-94	-15	-7	76	41	59	16	30	33	20	-60
92	14	5	-99	97	35	-50	-25	94	6	73	55	72	37	16	26
61	2	38	-97	44	27	-80	42	-60	-52	-24	64	36	6	-63	-98
52	97	49	15	5	75	-14	-46	-72	-98	92	95	23	9	-59	10
-36	54	28	-54	-23	65	44	67	41	96	-63	-56	-16	-72	40	-69
88	-40	-83	-68	-11	-76	23	10	73	-98	-67	95	-71	-24	34	-42
-78	-30	-24	-60	-64	52	35	-86	77	51	-81	70	43	45	26	-57
-48	-50	-76	-43	-93	68	-81	15	-16	99	7	58	20	-97	-13	-7
10	-23	-9	-99	84	29	57	49	28	-57	-14	33	26	46	37	21
-28	-54	65	52	-97	85	-26	70	-17	4	-46	88	89	-2	-85	15
-30	-42	6	76	-18	-99	-40	-45	-60	-28	-50	-10	23	71	-67	46
36	42	28	99	-7	23	-39	36	-68	-88	-30	86	33	-37	53	-73
4	57	-4	33	93	-78	-28	12	85	10	15	-27	45	-97	2	-86
-53	-16	-78	-54	-72	-21	53	5	65	-57	-56	-80	-7	-28	-12	98
-72	-59	-14	39	-28	90	-10	-72	47	-7	-13	-86	-85	28	12	-83
63	-99	62	22	29	86	0	-79	-12	-45	-9	-59	18	35	33	-53
81	-20	-47	-61	-95	-68	97	-45	26	-35	-27	37	-52	9	5	-39
72	19	70	64	-88	56	-79	88	-69	-4	16	-92	-72	-32	-60	-50
30	-46	55	-30	81	94	-100	-34	39	-32	74	11	-77	56	91	66
68	-47	-67	-65	-64	-73	43	-44	7	-27	86	-48	27	65	42	8
-88	0	46	83	24	-94	-44	22	-55	5	-40	-60	-35	17	-67	86
-9	-71	75	53	99	-64	94	-37	-11	51	-85	-3	-41	96	84	66
73	-15	95	-12	-40	-16	22	8	66	48	-76	-96	5	46	-42	-42
